Actual Arrival Date,Actual Arrival Date (Day),Actual Arrival Date (Hour),Actual Arrival Date (Minute),Actual Arrival Date (Month),Actual Arrival Date (Quarter),Actual Arrival Date (Second),Actual Arrival Date (Week),Actual Arrival Date (Year),Actual Arrival Date (Epoch days),Actual Arrival Date (Epoch seconds),Communicating With(Provider ID and Customer ID),Customer ID,Order Stage,Order Type,Ordered Date,Ordered Date (Day),Ordered Date (Hour),Ordered Date (Minute),Ordered Date (Month),Ordered Date (Quarter),Ordered Date (Second),Ordered Date (Week),Ordered Date (Year),Ordered Date (Epoch days),Ordered Date (Epoch seconds),Ordered ID,Ordered Quantity,Product IDs,Product Name,Promised Arrival Date,Promised Arrival Date (Day),Promised Arrival Date (Hour),Promised Arrival Date (Minute),Promised Arrival Date (Month),Promised Arrival Date (Quarter),Promised Arrival Date (Second),Promised Arrival Date (Week),Promised Arrival Date (Year),Promised Arrival Date (Epoch days),Promised Arrival Date (Epoch seconds),Warehouse IDs
3/13/2019,13,00,00,03,1,00,11,2019,17968,1552435200,PROVIDER1022,RETAILER1004,Order Received,Delivery,10/3/2019,03,00,00,10,4,00,40,2019,18172,1570060800,ORD1434,0,PRO1114,Mochaccino,12/3/2019,03,00,00,12,4,00,49,2019,18233,1575331200,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1004,Order Picked,Delivery,11/3/2019,03,00,00,11,4,00,44,2019,18203,1572739200,ORD1435,0,PRO1115,Irish�Coffee,3/13/2019,13,00,00,03,1,00,11,2019,17968,1552435200,WNE1001
"",,,,,,,,,0,0,PROVIDER1021,RETAILER1004,Order Packaged,Delivery,12/3/2019,03,00,00,12,4,00,49,2019,18233,1575331200,ORD1436,0,PRO1116,raspberries,3/14/2019,14,00,00,03,1,00,11,2019,17969,1552521600,WNE1001
"",,,,,,,,,0,0,PROVIDER1021,RETAILER1004,Order Shipped,Delivery,3/13/2019,13,00,00,03,1,00,11,2019,17968,1552435200,ORD1437,0,PRO1117,�Blueberries,3/15/2019,15,00,00,03,1,00,11,2019,17970,1552608000,WNE1001
3/17/2019,17,00,00,03,1,00,11,2019,17972,1552780800,PROVIDER1021,RETAILER1004,Item Delivered,Delivery,3/14/2019,14,00,00,03,1,00,11,2019,17969,1552521600,ORD1438,0,PRO1118,�Kiwifruit,3/16/2019,16,00,00,03,1,00,11,2019,17971,1552694400,WNE1001
"",,,,,,,,,0,0,PROVIDER1021,RETAILER1004,Ordered,Delivery,3/15/2019,15,00,00,03,1,00,11,2019,17970,1552608000,ORD1439,0,PRO1119,�Passionfruit,3/17/2019,17,00,00,03,1,00,11,2019,17972,1552780800,WNE1001
3/19/2019,19,00,00,03,1,00,12,2019,17974,1552953600,PROVIDER1021,RETAILER1004,Order Received,Delivery,3/16/2019,16,00,00,03,1,00,11,2019,17971,1552694400,ORD1440,0,PRO1120,�Rockmelons�,3/18/2019,18,00,00,03,1,00,11,2019,17973,1552867200,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1004,Order Picked,Delivery,3/17/2019,17,00,00,03,1,00,11,2019,17972,1552780800,ORD1441,0,PRO1121,Honeydew Melons,3/19/2019,19,00,00,03,1,00,12,2019,17974,1552953600,WNE1001
"",,,,,,,,,0,0,PROVIDER1021,RETAILER1004,Order Packaged,Delivery,3/18/2019,18,00,00,03,1,00,11,2019,17973,1552867200,ORD1442,0,PRO1122,�Plums,3/20/2019,20,00,00,03,1,00,12,2019,17975,1553040000,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1004,Order Shipped,Delivery,3/19/2019,19,00,00,03,1,00,12,2019,17974,1552953600,ORD1443,0,PRO1123,mandarins,3/21/2019,21,00,00,03,1,00,12,2019,17976,1553126400,WNE1001
3/23/2019,23,00,00,03,1,00,12,2019,17978,1553299200,PROVIDER1022,RETAILER1004,Item Delivered,Delivery,3/20/2019,20,00,00,03,1,00,12,2019,17975,1553040000,ORD1444,0,PRO1124,Bacon,3/22/2019,22,00,00,03,1,00,12,2019,17977,1553212800,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1004,Ordered,Delivery,3/21/2019,21,00,00,03,1,00,12,2019,17976,1553126400,ORD1445,0,PRO1125,Sausage,3/23/2019,23,00,00,03,1,00,12,2019,17978,1553299200,WNE1001
3/25/2019,25,00,00,03,1,00,12,2019,17980,1553472000,PROVIDER1022,RETAILER1004,Order Received,Delivery,3/22/2019,22,00,00,03,1,00,12,2019,17977,1553212800,ORD1446,0,PRO1126,Ham,3/24/2019,24,00,00,03,1,00,12,2019,17979,1553385600,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1004,Order Picked,Delivery,3/23/2019,23,00,00,03,1,00,12,2019,17978,1553299200,ORD1447,0,PRO1127,Pepperoni,3/25/2019,25,00,00,03,1,00,12,2019,17980,1553472000,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1004,Order Packaged,Delivery,3/24/2019,24,00,00,03,1,00,12,2019,17979,1553385600,ORD1448,0,PRO1128,Salami�,3/26/2019,26,00,00,03,1,00,13,2019,17981,1553558400,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1004,Order Shipped,Delivery,3/25/2019,25,00,00,03,1,00,12,2019,17980,1553472000,ORD1449,0,PRO1129,Steak,3/27/2019,27,00,00,03,1,00,13,2019,17982,1553644800,WNE1001
3/29/2019,29,00,00,03,1,00,13,2019,17984,1553817600,PROVIDER1022,RETAILER1004,Item Delivered,Delivery,3/26/2019,26,00,00,03,1,00,13,2019,17981,1553558400,ORD1450,0,PRO1130,Ribs�,3/28/2019,28,00,00,03,1,00,13,2019,17983,1553731200,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1004,Ordered,Delivery,3/27/2019,27,00,00,03,1,00,13,2019,17982,1553644800,ORD1451,0,PRO1131,Lamb Packaged,3/29/2019,29,00,00,03,1,00,13,2019,17984,1553817600,WNE1001
3/31/2019,31,00,00,03,1,00,13,2019,17986,1553990400,PROVIDER1022,RETAILER1004,Order Received,Delivery,3/28/2019,28,00,00,03,1,00,13,2019,17983,1553731200,ORD1452,0,PRO1132,Turkey Packaged,3/30/2019,30,00,00,03,1,00,13,2019,17985,1553904000,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Picked,Delivery,3/29/2019,29,00,00,03,1,00,13,2019,17984,1553817600,ORD1453,0,PRO1133,Venison Packaged,3/31/2019,31,00,00,03,1,00,13,2019,17986,1553990400,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Packaged,Delivery,3/30/2019,30,00,00,03,1,00,13,2019,17985,1553904000,ORD1454,0,PRO1134,Duck Packaged,1/4/2019,04,00,00,01,1,00,01,2019,17900,1546560000,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Shipped,Delivery,3/31/2019,31,00,00,03,1,00,13,2019,17986,1553990400,ORD1455,0,PRO1135,Wild Bear Packaged,2/4/2019,04,00,00,02,1,00,05,2019,17931,1549238400,WNE1001
4/4/2019,04,00,00,04,2,00,14,2019,17990,1554336000,PROVIDER1022,RETAILER1014,Item Delivered,Delivery,1/4/2019,04,00,00,01,1,00,01,2019,17900,1546560000,ORD1456,0,PRO1136,Bison Packaged,3/4/2019,04,00,00,03,1,00,09,2019,17959,1551657600,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Ordered,Delivery,2/4/2019,04,00,00,02,1,00,05,2019,17931,1549238400,ORD1457,0,PRO1137,Goose Packaged,4/4/2019,04,00,00,04,2,00,14,2019,17990,1554336000,WNE1001
6/4/2019,04,00,00,06,2,00,23,2019,18051,1559606400,PROVIDER1022,RETAILER1014,Order Received,Delivery,3/4/2019,04,00,00,03,1,00,09,2019,17959,1551657600,ORD1458,0,PRO1138,Rabbit Packaged,5/4/2019,04,00,00,05,2,00,18,2019,18020,1556928000,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Picked,Delivery,4/4/2019,04,00,00,04,2,00,14,2019,17990,1554336000,ORD1459,0,PRO1139,Pheasant Packaged,6/4/2019,04,00,00,06,2,00,23,2019,18051,1559606400,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Packaged,Delivery,5/4/2019,04,00,00,05,2,00,18,2019,18020,1556928000,ORD1460,0,PRO1140,Brown Ale,7/4/2019,04,00,00,07,3,00,27,2019,18081,1562198400,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Shipped,Delivery,6/4/2019,04,00,00,06,2,00,23,2019,18051,1559606400,ORD1461,0,PRO1141,Pale Ale,8/4/2019,04,00,00,08,3,00,31,2019,18112,1564876800,WNE1001
10/4/2019,04,00,00,10,4,00,40,2019,18173,1570147200,PROVIDER1022,RETAILER1014,Item Delivered,Delivery,7/4/2019,04,00,00,07,3,00,27,2019,18081,1562198400,ORD1462,0,PRO1142,India Pale Ale (IPA),9/4/2019,04,00,00,09,3,00,36,2019,18143,1567555200,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Ordered,Delivery,8/4/2019,04,00,00,08,3,00,31,2019,18112,1564876800,ORD1463,0,PRO1143,Porter,10/4/2019,04,00,00,10,4,00,40,2019,18173,1570147200,WNE1001
12/4/2019,04,00,00,12,4,00,49,2019,18234,1575417600,PROVIDER1022,RETAILER1014,Order Received,Delivery,9/4/2019,04,00,00,09,3,00,36,2019,18143,1567555200,ORD1464,0,PRO1144,Stout,11/4/2019,04,00,00,11,4,00,44,2019,18204,1572825600,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Picked,Delivery,10/4/2019,04,00,00,10,4,00,40,2019,18173,1570147200,ORD1465,0,PRO1145,Belgian Style Beer,12/4/2019,04,00,00,12,4,00,49,2019,18234,1575417600,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Packaged,Delivery,11/4/2019,04,00,00,11,4,00,44,2019,18204,1572825600,ORD1466,0,PRO1146,Wheat Beer,4/13/2019,13,00,00,04,2,00,15,2019,17999,1555113600,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Shipped,Delivery,12/4/2019,04,00,00,12,4,00,49,2019,18234,1575417600,ORD1467,0,PRO1147,American Sour,4/14/2019,14,00,00,04,2,00,15,2019,18000,1555200000,WNE1001
4/15/2019,15,00,00,04,2,00,15,2019,18001,1555286400,PROVIDER1022,RETAILER1014,Item Delivered,Delivery,4/13/2019,13,00,00,04,2,00,15,2019,17999,1555113600,ORD1468,0,PRO1148,Belgian Fruit Lambic,4/15/2019,15,00,00,04,2,00,15,2019,18001,1555286400,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Ordered,Delivery,4/14/2019,14,00,00,04,2,00,15,2019,18000,1555200000,ORD1469,0,PRO1149,Flanders Red Ale,4/16/2019,16,00,00,04,2,00,16,2019,18002,1555372800,WNE1001
4/17/2019,17,00,00,04,2,00,16,2019,18003,1555459200,PROVIDER1022,RETAILER1014,Order Received,Delivery,4/15/2019,15,00,00,04,2,00,15,2019,18001,1555286400,ORD1470,0,PRO1150,Belgian Gueuze,4/17/2019,17,00,00,04,2,00,16,2019,18003,1555459200,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Picked,Delivery,4/16/2019,16,00,00,04,2,00,16,2019,18002,1555372800,ORD1471,0,PRO1151,Pale Lagers and Pilsners,4/18/2019,18,00,00,04,2,00,16,2019,18004,1555545600,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Packaged,Delivery,4/17/2019,17,00,00,04,2,00,16,2019,18003,1555459200,ORD1472,0,PRO1152,Dark Lagers,4/19/2019,19,00,00,04,2,00,16,2019,18005,1555632000,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Shipped,Delivery,4/18/2019,18,00,00,04,2,00,16,2019,18004,1555545600,ORD1473,0,PRO1153,German-Style Bocks,4/20/2019,20,00,00,04,2,00,16,2019,18006,1555718400,WNE1001
4/21/2019,21,00,00,04,2,00,16,2019,18007,1555804800,PROVIDER1022,RETAILER1014,Item Delivered,Delivery,4/19/2019,19,00,00,04,2,00,16,2019,18005,1555632000,ORD1474,0,PRO1154,Spaghetti�,4/21/2019,21,00,00,04,2,00,16,2019,18007,1555804800,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Ordered,Delivery,4/20/2019,20,00,00,04,2,00,16,2019,18006,1555718400,ORD1475,0,PRO1155,Tagliatelle,4/22/2019,22,00,00,04,2,00,16,2019,18008,1555891200,WNE1001
4/23/2019,23,00,00,04,2,00,17,2019,18009,1555977600,PROVIDER1021,RETAILER1014,Order Received,Delivery,4/21/2019,21,00,00,04,2,00,16,2019,18007,1555804800,ORD1476,0,PRO1156,Boccoli,4/23/2019,23,00,00,04,2,00,17,2019,18009,1555977600,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Picked,Delivery,4/22/2019,22,00,00,04,2,00,16,2019,18008,1555891200,ORD1477,0,PRO1157,Anelli,4/24/2019,24,00,00,04,2,00,17,2019,18010,1556064000,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Packaged,Delivery,4/23/2019,23,00,00,04,2,00,17,2019,18009,1555977600,ORD1478,0,PRO1158,Castellane,4/25/2019,25,00,00,04,2,00,17,2019,18011,1556150400,WNE1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1014,Order Shipped,Delivery,4/24/2019,24,00,00,04,2,00,17,2019,18010,1556064000,ORD1479,0,PRO1159,Chifferi,4/26/2019,26,00,00,04,2,00,17,2019,18012,1556236800,WNE1001
4/27/2019,27,00,00,04,2,00,17,2019,18013,1556323200,PROVIDER1022,RETAILER1014,Item Delivered,Delivery,4/25/2019,25,00,00,04,2,00,17,2019,18011,1556150400,ORD1480,0,PRO1160,Farfalle,4/27/2019,27,00,00,04,2,00,17,2019,18013,1556323200,WNE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1016,Ordered,Delivery,4/26/2019,26,00,00,04,2,00,17,2019,18012,1556236800,ORD1481A,300,PRO1001,Potatos,4/28/2019,28,00,00,04,2,00,17,2019,18014,1556409600,WSW1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1016,Ordered,Delivery,1/5/2019,05,00,00,01,1,00,01,2019,17901,1546646400,ORD1481B,200,PRO1001,Potatos,4/5/2019,05,00,00,04,2,00,14,2019,17991,1554422400,WSW1001
4/29/2019,29,00,00,04,2,00,17,2019,18015,1556496000,PROVIDER1021,SERVICEPROVIDER1016,Order Received,Delivery,4/27/2019,27,00,00,04,2,00,17,2019,18013,1556323200,ORD1482,300,PRO1002,Onions,4/29/2019,29,00,00,04,2,00,17,2019,18015,1556496000,WSW1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1016,Order Picked,Delivery,4/28/2019,28,00,00,04,2,00,17,2019,18014,1556409600,ORD1483A,300,PRO1003,Tomatos,4/30/2019,30,00,00,04,2,00,18,2019,18016,1556582400,WSW1001
5/5/2019,05,00,00,05,2,00,18,2019,18021,1557014400,PROVIDER1021,SERVICEPROVIDER1016,Item Delivered,Delivery,3/5/2019,05,00,00,03,1,00,10,2019,17960,1551744000,ORD1483B,200,PRO1003,Tomatos,5/5/2019,05,00,00,05,2,00,18,2019,18021,1557014400,WSW1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1016,Order Packaged,Delivery,4/29/2019,29,00,00,04,2,00,17,2019,18015,1556496000,ORD1484,400,PRO1004,Beet Roots,1/5/2019,05,00,00,01,1,00,01,2019,17901,1546646400,WSW1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1016,Order Shipped,Delivery,4/30/2019,30,00,00,04,2,00,18,2019,18016,1556582400,ORD1485,300,PRO1005,Carrots,2/5/2019,05,00,00,02,1,00,06,2019,17932,1549324800,WSW1001
3/5/2019,05,00,00,03,1,00,10,2019,17960,1551744000,PROVIDER1022,SERVICEPROVIDER1016,Item Delivered,Delivery,1/5/2019,05,00,00,01,1,00,01,2019,17901,1546646400,ORD1486A,500,PRO1006,Ferrero Rocher,3/5/2019,05,00,00,03,1,00,10,2019,17960,1551744000,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1016,Ordered,Delivery,10/5/2019,05,00,00,10,4,00,40,2019,18174,1570233600,ORD1486B,200,PRO1006,Ferrero Rocher,5/13/2019,13,00,00,05,2,00,19,2019,18029,1557705600,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1016,Ordered,Delivery,2/5/2019,05,00,00,02,1,00,06,2019,17932,1549324800,ORD1487,500,PRO1007,Cadbury Dairy Milk,4/5/2019,05,00,00,04,2,00,14,2019,17991,1554422400,WSW1001
5/5/2019,05,00,00,05,2,00,18,2019,18021,1557014400,PROVIDER1022,SERVICEPROVIDER1016,Order Received,Delivery,3/5/2019,05,00,00,03,1,00,10,2019,17960,1551744000,ORD1488,400,PRO1008,Hershey's,5/5/2019,05,00,00,05,2,00,18,2019,18021,1557014400,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1016,Order Picked,Delivery,4/5/2019,05,00,00,04,2,00,14,2019,17991,1554422400,ORD1489,500,PRO1009,Skim Milk,6/5/2019,05,00,00,06,2,00,23,2019,18052,1559692800,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1016,Order Packaged,Delivery,5/5/2019,05,00,00,05,2,00,18,2019,18021,1557014400,ORD1490,400,PRO1010,Lowfat Milk,7/5/2019,05,00,00,07,3,00,27,2019,18082,1562284800,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1016,Order Shipped,Delivery,6/5/2019,05,00,00,06,2,00,23,2019,18052,1559692800,ORD1491,300,PRO1011,Jellied eels,8/5/2019,05,00,00,08,3,00,31,2019,18113,1564963200,WSW1001
9/5/2019,05,00,00,09,3,00,36,2019,18144,1567641600,PROVIDER1022,SERVICEPROVIDER1016,Item Delivered,Delivery,7/5/2019,05,00,00,07,3,00,27,2019,18082,1562284800,ORD1492,400,PRO1012,MonkFish,9/5/2019,05,00,00,09,3,00,36,2019,18144,1567641600,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1016,Ordered,Delivery,8/5/2019,05,00,00,08,3,00,31,2019,18113,1564963200,ORD1493,500,PRO1013,Basa,10/5/2019,05,00,00,10,4,00,40,2019,18174,1570233600,WSW1001
11/5/2019,05,00,00,11,4,00,45,2019,18205,1572912000,PROVIDER1022,SERVICEPROVIDER1016,Order Received,Delivery,9/5/2019,05,00,00,09,3,00,36,2019,18144,1567641600,ORD1494,300,PRO1014,Yoplait,11/5/2019,05,00,00,11,4,00,45,2019,18205,1572912000,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1016,Order Picked,Delivery,10/5/2019,05,00,00,10,4,00,40,2019,18174,1570233600,ORD1495,400,PRO1015,Chobani,12/5/2019,05,00,00,12,4,00,49,2019,18235,1575504000,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1016,Order Packaged,Delivery,11/5/2019,05,00,00,11,4,00,45,2019,18205,1572912000,ORD1496,500,PRO1016,Dannon,5/13/2019,13,00,00,05,2,00,19,2019,18029,1557705600,WSW1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1016,Order Shipped,Delivery,12/5/2019,05,00,00,12,4,00,49,2019,18235,1575504000,ORD1497,300,PRO1017,Apple,5/14/2019,14,00,00,05,2,00,20,2019,18030,1557792000,WSW1001
5/15/2019,15,00,00,05,2,00,20,2019,18031,1557878400,PROVIDER1021,SERVICEPROVIDER1016,Item Delivered,Delivery,5/13/2019,13,00,00,05,2,00,19,2019,18029,1557705600,ORD1498,400,PRO1018,Banana,5/15/2019,15,00,00,05,2,00,20,2019,18031,1557878400,WSW1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1016,Ordered,Delivery,5/14/2019,14,00,00,05,2,00,20,2019,18030,1557792000,ORD1499,500,PRO1019,Mango,5/16/2019,16,00,00,05,2,00,20,2019,18032,1557964800,WSW1001
5/17/2019,17,00,00,05,2,00,20,2019,18033,1558051200,PROVIDER1021,SERVICEPROVIDER1016,Order Received,Delivery,5/15/2019,15,00,00,05,2,00,20,2019,18031,1557878400,ORD1500,300,PRO1020,Orange,5/17/2019,17,00,00,05,2,00,20,2019,18033,1558051200,WSW1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1016,Order Picked,Delivery,5/16/2019,16,00,00,05,2,00,20,2019,18032,1557964800,ORD1501,400,PRO1021,Strawberries,5/18/2019,18,00,00,05,2,00,20,2019,18034,1558137600,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1016,Order Packaged,Delivery,5/17/2019,17,00,00,05,2,00,20,2019,18033,1558051200,ORD1502,500,PRO1022,Adobe Breads,5/19/2019,19,00,00,05,2,00,20,2019,18035,1558224000,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1016,Order Shipped,Delivery,5/18/2019,18,00,00,05,2,00,20,2019,18034,1558137600,ORD1503,500,PRO1023,Liberica,5/20/2019,20,00,00,05,2,00,20,2019,18036,1558310400,WSW1001
5/21/2019,21,00,00,05,2,00,21,2019,18037,1558396800,PROVIDER1022,SERVICEPROVIDER1017,Item Delivered,Delivery,5/19/2019,19,00,00,05,2,00,20,2019,18035,1558224000,ORD1504,500,PRO1024,Excelsa,5/21/2019,21,00,00,05,2,00,21,2019,18037,1558396800,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1017,Ordered,Delivery,5/20/2019,20,00,00,05,2,00,20,2019,18036,1558310400,ORD1505,400,PRO1025,Bigelow�Tea�Company,5/22/2019,22,00,00,05,2,00,21,2019,18038,1558483200,WSW1001
5/23/2019,23,00,00,05,2,00,21,2019,18039,1558569600,PROVIDER1022,SERVICEPROVIDER1017,Order Received,Delivery,5/21/2019,21,00,00,05,2,00,21,2019,18037,1558396800,ORD1506,300,PRO1026,Yogi�Tea,5/23/2019,23,00,00,05,2,00,21,2019,18039,1558569600,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1017,Order Picked,Delivery,5/22/2019,22,00,00,05,2,00,21,2019,18038,1558483200,ORD1507,400,PRO1027,Chicken Packaged,5/24/2019,24,00,00,05,2,00,21,2019,18040,1558656000,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1017,Order Packaged,Delivery,5/23/2019,23,00,00,05,2,00,21,2019,18039,1558569600,ORD1508,300,PRO1028,Beef Packaged,5/25/2019,25,00,00,05,2,00,21,2019,18041,1558742400,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1017,Order Shipped,Delivery,5/24/2019,24,00,00,05,2,00,21,2019,18040,1558656000,ORD1509,300,PRO1029,Pork Packaged,5/26/2019,26,00,00,05,2,00,21,2019,18042,1558828800,WSW1001
5/27/2019,27,00,00,05,2,00,21,2019,18043,1558915200,PROVIDER1022,SERVICEPROVIDER1017,Item Delivered,Delivery,5/25/2019,25,00,00,05,2,00,21,2019,18041,1558742400,ORD1510,400,PRO1030,Philadelphia,5/27/2019,27,00,00,05,2,00,21,2019,18043,1558915200,WSW1001
5/28/2019,28,00,00,05,2,00,22,2019,18044,1559001600,PROVIDER1022,SERVICEPROVIDER1017,Order Received,Delivery,5/26/2019,26,00,00,05,2,00,21,2019,18042,1558828800,ORD1511,500,PRO1031,American Garden,5/28/2019,28,00,00,05,2,00,22,2019,18044,1559001600,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1017,Order Picked,Delivery,5/27/2019,27,00,00,05,2,00,21,2019,18043,1558915200,ORD1512,400,PRO1032,Chicken's Egg,5/29/2019,29,00,00,05,2,00,22,2019,18045,1559088000,WSW1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1017,Order Packaged,Delivery,5/28/2019,28,00,00,05,2,00,22,2019,18044,1559001600,ORD1513,300,PRO1033,Capcicums,5/30/2019,30,00,00,05,2,00,22,2019,18046,1559174400,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1017,Order Shipped,Delivery,5/29/2019,29,00,00,05,2,00,22,2019,18045,1559088000,ORD1514,300,PRO1034,Milk Mist,5/31/2019,31,00,00,05,2,00,22,2019,18047,1559260800,WSW1001
1/6/2019,06,00,00,01,1,00,01,2019,17902,1546732800,PROVIDER1022,SERVICEPROVIDER1017,Item Delivered,Delivery,5/30/2019,30,00,00,05,2,00,22,2019,18046,1559174400,ORD1515,400,PRO1035,Nandini,1/6/2019,06,00,00,01,1,00,01,2019,17902,1546732800,WSW1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1017,Ordered,Delivery,5/31/2019,31,00,00,05,2,00,22,2019,18047,1559260800,ORD1516,500,PRO1036,Pine Apple,2/6/2019,06,00,00,02,1,00,06,2019,17933,1549411200,WSW1001
3/6/2019,06,00,00,03,1,00,10,2019,17961,1551830400,PROVIDER1021,SERVICEPROVIDER1017,Order Received,Delivery,1/6/2019,06,00,00,01,1,00,01,2019,17902,1546732800,ORD1517,400,PRO1037,Goava,3/6/2019,06,00,00,03,1,00,10,2019,17961,1551830400,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1017,Order Picked,Delivery,2/6/2019,06,00,00,02,1,00,06,2019,17933,1549411200,ORD1518,500,PRO1038,Anadama Breads,4/6/2019,06,00,00,04,2,00,14,2019,17992,1554508800,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1017,Order Packaged,Delivery,3/6/2019,06,00,00,03,1,00,10,2019,17961,1551830400,ORD1519,300,PRO1039,Arabica,5/6/2019,06,00,00,05,2,00,18,2019,18022,1557100800,WSW1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1017,Order Shipped,Delivery,4/6/2019,06,00,00,04,2,00,14,2019,17992,1554508800,ORD1520,300,PRO1040,Lettuce Leaf,6/6/2019,06,00,00,06,2,00,23,2019,18053,1559779200,WSW1001
7/6/2019,06,00,00,07,3,00,27,2019,18083,1562371200,PROVIDER1022,SERVICEPROVIDER1017,Item Delivered,Delivery,5/6/2019,06,00,00,05,2,00,18,2019,18022,1557100800,ORD1521,300,PRO1041,Zinfandel,7/6/2019,06,00,00,07,3,00,27,2019,18083,1562371200,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1017,Ordered,Delivery,6/6/2019,06,00,00,06,2,00,23,2019,18053,1559779200,ORD1522,300,PRO1042,Syrah,8/6/2019,06,00,00,08,3,00,32,2019,18114,1565049600,WSW1001
9/6/2019,06,00,00,09,3,00,36,2019,18145,1567728000,PROVIDER1022,SERVICEPROVIDER1017,Order Received,Delivery,7/6/2019,06,00,00,07,3,00,27,2019,18083,1562371200,ORD1523,300,PRO1043,Chardonnay,9/6/2019,06,00,00,09,3,00,36,2019,18145,1567728000,WSW1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1017,Order Picked,Delivery,8/6/2019,06,00,00,08,3,00,32,2019,18114,1565049600,ORD1524,300,PRO1044,Merlot,10/6/2019,06,00,00,10,4,00,40,2019,18175,1570320000,WSW1001
